Transcript,Start,Stop
T25G12.4.1|cdna|chromosome:WBcel235:X:17222475:17224464:1|gene:WBGene00004270.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rab-6.2,,
W03C9.3.2|cdna|chromosome:WBcel235:II:11965339:11966931:-1|gene:WBGene00004271.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rab-7,114.0,117.0
T23H2.5.2|cdna|chromosome:WBcel235:I:6457061:6458479:-1|gene:WBGene00004273.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rab-10,375.0,378.0
Y62E10A.9.2|cdna|chromosome:WBcel235:IV:13382055:13384316:-1|gene:WBGene00004278.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rab-19,12.0,15.0
T01B7.3.1|cdna|chromosome:WBcel235:II:8713992:8715013:-1|gene:WBGene00004279.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rab-21,168.0,171.0
F43D9.2.1|cdna|chromosome:WBcel235:III:10500284:10503853:-1|gene:WBGene00004283.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rab-33,15.0,18.0
T04H1.4b.2|cdna|chromosome:WBcel235:V:12245594:12251246:1|gene:WBGene00004296.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rad-50,777.0,780.0
C26D10.1.1|cdna|chromosome:WBcel235:II:8322612:8325052:-1|gene:WBGene00004304.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ran-3,57.0,60.0
T22C1.10a.1|cdna|chromosome:WBcel235:I:7962052:7972443:1|gene:WBGene00004318.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rbg-2,285.0,288.0
K02F3.11.1|cdna|chromosome:WBcel235:III:852801:853909:-1|gene:WBGene00004388.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rnp-5,,
Y71F9AL.13a.2|cdna|chromosome:WBcel235:I:2875398:2876324:-1|gene:WBGene00004412.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-1,,
R151.3.4|cdna|chromosome:WBcel235:III:7208432:7209863:1|gene:WBGene00004417.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-6,561.0,
R13A5.8.1|cdna|chromosome:WBcel235:III:7572105:7572831:-1|gene:WBGene00004420.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-9,606.0,
Y45F10D.12.2|cdna|chromosome:WBcel235:IV:13777808:13778812:1|gene:WBGene00004430.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-18,345.0,
R11D1.8.2|cdna|chromosome:WBcel235:V:12727593:12728112:-1|gene:WBGene00004442.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-28,,
Y106G6H.3a.1|cdna|chromosome:WBcel235:I:10436254:10436884:1|gene:WBGene00004444.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-30,,
T24B8.1a.3|cdna|chromosome:WBcel235:II:9056502:9057111:-1|gene:WBGene00004446.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-32,,
F10E7.7.3|cdna|chromosome:WBcel235:II:7105556:7106462:1|gene:WBGene00004447.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-33,,
ZK652.4.3|cdna|chromosome:WBcel235:III:7855134:7855680:1|gene:WBGene00004449.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-35,441.0,
F37C12.4.2|cdna|chromosome:WBcel235:III:7180251:7180677:1|gene:WBGene00004450.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-36,,
C54C6.1.3|cdna|chromosome:WBcel235:III:3528626:3528968:1|gene:WBGene00004451.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-37,,
C09H10.2.1|cdna|chromosome:WBcel235:II:11096542:11097204:-1|gene:WBGene00004454.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpl-36.A,390.0,
C23G10.3.1|cdna|chromosome:WBcel235:III:6206803:6207971:1|gene:WBGene00004472.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rps-3,,
F42C5.8a.1|cdna|chromosome:WBcel235:IV:7312981:7313860:-1|gene:WBGene00004477.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rps-8,,
F53A3.3a.2|cdna|chromosome:WBcel235:III:1950492:1951426:1|gene:WBGene00004491.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rps-22,78.0,
K02B2.5.2|cdna|chromosome:WBcel235:IV:5947036:5947605:-1|gene:WBGene00004494.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rps-25,375.0,
EEED8.7a.1|cdna|chromosome:WBcel235:II:5387411:5388830:-1|gene:WBGene00004701.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rsp-4,,
C33H5.12a.1|cdna|chromosome:WBcel235:IV:7789847:7791229:-1|gene:WBGene00004703.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rsp-6,,
R03G5.2.1|cdna|chromosome:WBcel235:X:7816734:7821045:1|gene:WBGene00004758.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sek-1,30.0,33.0
F55B12.3a.1|cdna|chromosome:WBcel235:V:13819361:13822980:1|gene:WBGene00004767.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sel-10,612.0,615.0
F43D9.4.1|cdna|chromosome:WBcel235:III:10506106:10506801:-1|gene:WBGene00004798.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sip-1,,
K12C11.2.1|cdna|chromosome:WBcel235:I:1340678:1341258:1|gene:WBGene00004888.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:smo-1,,
CC4.3.2|cdna|chromosome:WBcel235:I:12995803:13012859:1|gene:WBGene00004895.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:smu-1,114.0,117.0
Y116A8C.42.1|cdna|chromosome:WBcel235:IV:17088058:17088834:1|gene:WBGene00004914.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:snr-1,,
W08E3.1.1|cdna|chromosome:WBcel235:I:13339397:13340224:1|gene:WBGene00004915.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:snr-2,,
C52E4.3.2|cdna|chromosome:WBcel235:V:11978518:11979970:-1|gene:WBGene00004917.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:snr-4,,
Y49E10.15.1|cdna|chromosome:WBcel235:III:12429172:12429630:-1|gene:WBGene00004919.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:snr-6,,
Y71F9B.4.1|cdna|chromosome:WBcel235:I:2727014:2727545:1|gene:WBGene00004920.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:snr-7,,
Y66D12A.20.1|cdna|chromosome:WBcel235:III:11505535:11508919:1|gene:WBGene00004960.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spe-6,183.0,186.0
T08A9.7.1|cdna|chromosome:WBcel235:X:7314969:7315353:-1|gene:WBGene00004988.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spp-3,78.0,81.0
T25C12.2.1|cdna|chromosome:WBcel235:X:11487788:11488178:1|gene:WBGene00004994.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spp-9,291.0,
C28C12.7b.1|cdna|chromosome:WBcel235:IV:8477182:8480656:1|gene:WBGene00004995.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spp-10,120.0,123.0
T25D10.3b.1|cdna|chromosome:WBcel235:II:6405391:6407379:-1|gene:WBGene00004996.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spp-11,,
K04A8.8.1|cdna|chromosome:WBcel235:V:6557767:6558310:-1|gene:WBGene00005005.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spp-20,291.0,294.0
Y40B1B.6.1|cdna|chromosome:WBcel235:I:13438058:13450216:1|gene:WBGene00005010.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spr-5,762.0,765.0
B0491.2.1|cdna|chromosome:WBcel235:II:11336693:11337837:-1|gene:WBGene00005016.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sqt-1,54.0,57.0
T22F3.6.1|cdna|chromosome:WBcel235:V:3595191:3597152:-1|gene:WBGene00005422.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srh-212,996.0,
C05E4.1.2|cdna|chromosome:WBcel235:V:762734:764593:1|gene:WBGene00005643.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srp-2,,
C03G6.19.1|cdna|chromosome:WBcel235:V:7384232:7386173:-1|gene:WBGene00005647.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srp-6,,
F20D6.4d.1|cdna|chromosome:WBcel235:V:8179131:8183005:1|gene:WBGene00005648.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srp-7,1311.0,
T26H2.8.1|cdna|chromosome:WBcel235:V:19213685:19217138:-1|gene:WBGene00005653.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srr-2,,
T05A12.1.1|cdna|chromosome:WBcel235:IV:6873258:6874774:1|gene:WBGene00005910.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srx-19,,
C55C2.2.1|cdna|chromosome:WBcel235:I:2562616:2563049:1|gene:WBGene00006047.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ssp-19,,
ZK1225.6.1|cdna|chromosome:WBcel235:I:13219056:13219545:1|gene:WBGene00006048.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ssp-31,,
T28H11.5.1|cdna|chromosome:WBcel235:IV:4996142:4997559:1|gene:WBGene00006051.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ssq-2,,
ZC477.1.1|cdna|chromosome:WBcel235:IV:7111604:7112861:1|gene:WBGene00006052.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ssq-3,,
T22H6.3.1|cdna|chromosome:WBcel235:X:12787661:12789256:1|gene:WBGene00006175.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:str-124,267.0,270.0
C24G6.1.1|cdna|chromosome:WBcel235:V:5536681:5537713:1|gene:WBGene00006376.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:syp-2,765.0,
R119.6.1|cdna|chromosome:WBcel235:I:382648:388564:1|gene:WBGene00006385.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:taf-4,9.0,12.0
F43D9.5.1|cdna|chromosome:WBcel235:III:10503965:10505250:-1|gene:WBGene00006395.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:taf-11.3,,
C28C12.10b.1|cdna|chromosome:WBcel235:IV:8503493:8510559:-1|gene:WBGene00006450.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tag-77,423.0,426.0
R148.6.1|cdna|chromosome:WBcel235:III:3198477:3199516:-1|gene:WBGene00006452.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:heh-1,114.0,117.0
ZK856.9.1|cdna|chromosome:WBcel235:V:10210444:10212127:-1|gene:WBGene00006489.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zhit-3,252.0,255.0
C44H4.5.1|cdna|chromosome:WBcel235:X:14589624:14591821:1|gene:WBGene00006524.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tap-1,,
ZK829.5.1|cdna|chromosome:WBcel235:IV:11950570:11952208:1|gene:WBGene00006555.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tbx-36,,
Y66D12A.22.1|cdna|chromosome:WBcel235:III:11500867:11502850:-1|gene:WBGene00006573.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tin-10,,
W03F8.1.2|cdna|chromosome:WBcel235:IV:5204591:5207138:1|gene:WBGene00006586.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tni-4,,
C52B9.6.1|cdna|chromosome:WBcel235:X:4274786:4279344:-1|gene:WBGene00006680.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:twk-28,3.0,6.0
Y39B6A.19a.1|cdna|chromosome:WBcel235:V:19060180:19067034:1|gene:WBGene00006696.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:twk-46,,
F25H2.8.2|cdna|chromosome:WBcel235:I:10562968:10564914:1|gene:WBGene00006720.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ubc-25,351.0,354.0
W01A11.3a.1|cdna|chromosome:WBcel235:V:6465065:6487880:1|gene:WBGene00006815.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:unc-83,327.0,330.0
F20B6.2.1|cdna|chromosome:WBcel235:X:4191094:4193144:1|gene:WBGene00006921.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:vha-12,132.0,135.0
T21C9.2a.1|cdna|chromosome:WBcel235:V:10566365:10576419:-1|gene:WBGene00006934.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:vps-54,108.0,111.0
Y87G2A.5.2|cdna|chromosome:WBcel235:I:13547898:13559361:-1|gene:WBGene00006936.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:glp-4,399.0,402.0
K08F11.4a.1|cdna|chromosome:WBcel235:IV:4710861:4712512:-1|gene:WBGene00006968.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:yars-2,156.0,159.0
K10C3.3.1|cdna|chromosome:WBcel235:I:9847406:9850082:1|gene:WBGene00006978.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zig-1,300.0,303.0
F42F12.2.1|cdna|chromosome:WBcel235:X:12340378:12341438:-1|gene:WBGene00006979.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zig-2,6.0,9.0
ZK546.13.1|cdna|chromosome:WBcel235:II:4942107:4943949:-1|gene:WBGene00007012.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mdt-4,306.0,309.0
T24F1.6a.1|cdna|chromosome:WBcel235:II:11323051:11329429:-1|gene:WBGene00007041.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tag-180,408.0,411.0
B0495.10a.2|cdna|chromosome:WBcel235:II:7711871:7718591:-1|gene:WBGene00007044.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cpna-5,279.0,282.0
2L52.1a.1|cdna|chromosome:WBcel235:II:1848:4717:1|gene:WBGene00007063.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:2L52.1,72.0,75.0
6R55.2.1|cdna|chromosome:WBcel235:X:17714456:17714832:1|gene:WBGene00007069.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:6R55.2,234.0,237.0
B0250.5.1|cdna|chromosome:WBcel235:V:20493924:20497348:1|gene:WBGene00007122.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0250.5,,
B0491.6b.1|cdna|chromosome:WBcel235:II:11345943:11348248:-1|gene:WBGene00007193.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0491.6,66.0,69.0
C03C11.1.1|cdna|chromosome:WBcel235:I:10014547:10015495:1|gene:WBGene00007274.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C03C11.1,171.0,
C04G2.5.1|cdna|chromosome:WBcel235:IV:10094198:10095259:-1|gene:WBGene00007306.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04G2.5,,
C04G2.8.2|cdna|chromosome:WBcel235:IV:10110347:10111577:-1|gene:WBGene00007307.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spch-1,,
C04H5.8a.1|cdna|chromosome:WBcel235:II:14550913:14552476:1|gene:WBGene00007316.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nlp-41,303.0,
C05C12.4.1|cdna|chromosome:WBcel235:IV:11246451:11248081:-1|gene:WBGene00007336.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C05C12.4,45.0,48.0
C06A1.6.1|cdna|chromosome:WBcel235:II:10564175:10564678:-1|gene:WBGene00007356.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C06A1.6,159.0,
C06C6.8.1|cdna|chromosome:WBcel235:V:15997136:15997768:1|gene:WBGene00007382.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C06C6.8,402.0,405.0
C07E3.5.1|cdna|chromosome:WBcel235:II:10363584:10365709:-1|gene:WBGene00007416.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ceh-57,282.0,285.0
C08E8.4.1|cdna|chromosome:WBcel235:V:18371846:18373528:1|gene:WBGene00007440.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C08E8.4,891.0,
C08F8.5.1|cdna|chromosome:WBcel235:IV:11161787:11162551:-1|gene:WBGene00007447.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fbxb-9,423.0,
C09H10.5c.1|cdna|chromosome:WBcel235:II:11100479:11103779:-1|gene:WBGene00007499.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C09H10.5,,
C10C5.2.1|cdna|chromosome:WBcel235:IV:9371508:9373636:1|gene:WBGene00007506.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C10C5.2,69.0,72.0
C10C6.5.1|cdna|chromosome:WBcel235:IV:11470185:11473419:1|gene:WBGene00007513.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:wht-2,123.0,126.0
C11E4.1.1|cdna|chromosome:WBcel235:X:9584664:9586344:1|gene:WBGene00007516.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:gpx-5,126.0,129.0
C14A6.7.1|cdna|chromosome:WBcel235:V:18167634:18168450:-1|gene:WBGene00007571.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C14A6.7,,
C14C10.2a.1|cdna|chromosome:WBcel235:V:12590979:12592477:-1|gene:WBGene00007585.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C14C10.2,99.0,102.0
C15C6.1.1|cdna|chromosome:WBcel235:I:12202232:12203717:1|gene:WBGene00007600.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C15C6.1,,
C17H1.4a.1|cdna|chromosome:WBcel235:I:13110416:13112443:-1|gene:WBGene00007657.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pals-3,,
C18D11.2.1|cdna|chromosome:WBcel235:III:11819745:11822526:-1|gene:WBGene00007680.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:maa-1,180.0,183.0
C24H11.1.1|cdna|chromosome:WBcel235:III:11787690:11789496:1|gene:WBGene00007699.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C24H11.1,,
C24H11.9.1|cdna|chromosome:WBcel235:III:11777625:11779629:1|gene:WBGene00007704.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mdt-21,114.0,117.0
C25F9.5.1|cdna|chromosome:WBcel235:V:19407739:19410857:-1|gene:WBGene00007725.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C25F9.5,141.0,144.0
C27C7.1.1|cdna|chromosome:WBcel235:I:11439289:11440709:1|gene:WBGene00007766.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C27C7.1,918.0,
C27C12.2.1|cdna|chromosome:WBcel235:X:14845937:14849217:1|gene:WBGene00007772.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:egrh-1,1146.0,1149.0
C27D8.2.1|cdna|chromosome:WBcel235:IV:12712765:12714771:1|gene:WBGene00007778.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C27D8.2,150.0,153.0
C27H6.3.1|cdna|chromosome:WBcel235:V:9981249:9982766:1|gene:WBGene00007785.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tofu-1,21.0,24.0
C29F3.3.1|cdna|chromosome:WBcel235:V:15346674:15347411:-1|gene:WBGene00007804.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C29F3.3,87.0,90.0
C30H6.1c.1|cdna|chromosome:WBcel235:IV:17351886:17357895:1|gene:WBGene00007820.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:clec-199,15.0,18.0
C31E10.7.2|cdna|chromosome:WBcel235:X:14001902:14003080:1|gene:WBGene00007848.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cytb-5.1,114.0,117.0
C33A12.4.2|cdna|chromosome:WBcel235:IV:9510055:9510594:-1|gene:WBGene00007883.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C33A12.4,78.0,81.0
C33D9.3a.1|cdna|chromosome:WBcel235:IV:8790749:8793294:-1|gene:WBGene00007898.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C33D9.3,609.0,612.0
C34F6.1.1|cdna|chromosome:WBcel235:X:11192485:11196841:-1|gene:WBGene00007938.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C34F6.1,147.0,150.0
C37A5.4.1|cdna|chromosome:WBcel235:I:14153270:14154168:-1|gene:WBGene00007990.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fipr-23,198.0,201.0
C38C10.3.1|cdna|chromosome:WBcel235:III:9384172:9385643:-1|gene:WBGene00008001.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C38C10.3,,
C40H1.5.1|cdna|chromosome:WBcel235:III:9330316:9330928:1|gene:WBGene00008040.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ttr-5,,
C40H5.7.1|cdna|chromosome:WBcel235:X:11746076:11747249:1|gene:WBGene00008049.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C40H5.7,201.0,204.0
C41C4.9.1|cdna|chromosome:WBcel235:II:8107645:8108954:1|gene:WBGene00008054.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C41C4.9,,
C44C10.4.1|cdna|chromosome:WBcel235:X:11693464:11695750:1|gene:WBGene00008085.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:smcl-1,90.0,93.0
